dish_family_id,category_id,is_primary
fam-neritic-squid-rice-noodles-1c6803d2,cat-noodle-dishes-f57723d0,true
fam-oyster-vermicelli-056b5546,cat-noodle-dishes-f57723d0,true
fam-pumpkin-rice-vermicelli-fad7ec9e,cat-noodle-dishes-f57723d0,true
fam-taiwanese-beef-noodle-soup-a7b4d36f,cat-noodle-dishes-f57723d0,true
fam-tshik-a-mi-4bbb29ec,cat-noodle-dishes-f57723d0,true
fam-guthuk-5785a5ee,cat-noodle-dishes-f57723d0,true
fam-laping-b6499cd6,cat-noodle-dishes-f57723d0,true
fam-thenthuk-649c28b9,cat-noodle-dishes-f57723d0,true
fam-thukpa-ed1cffe3,cat-noodle-dishes-f57723d0,true
fam-kat-kyi-kaik-7d04fffa,cat-noodle-dishes-f57723d0,true
fam-kyay-oh-e0b37854,cat-noodle-dishes-f57723d0,true
fam-kya-zan-hinga-9201ce73,cat-noodle-dishes-f57723d0,true
fam-meeshay-2d12cd07,cat-noodle-dishes-f57723d0,true
fam-mohinga-b6a4ff33,cat-noodle-dishes-f57723d0,true
fam-mont-di-3526da91,cat-noodle-dishes-f57723d0,true
fam-nan-gyi-thohk-5f3f9ada,cat-noodle-dishes-f57723d0,true
fam-ohn-no-khao-swe-87b1e41f,cat-noodle-dishes-f57723d0,true
fam-sigyet-khauk-swe-904818fa,cat-noodle-dishes-f57723d0,true
fam-banh-kanh-e8487094,cat-noodle-dishes-f57723d0,true
fam-kuyteav-59245d18,cat-noodle-dishes-f57723d0,true
fam-batchoy-286d355a,cat-noodle-dishes-f57723d0,true
fam-kinalas-eafa8d24,cat-noodle-dishes-f57723d0,true
fam-lomi-45e6a888,cat-noodle-dishes-f57723d0,true
fam-mami-soup-24bc4c1f,cat-noodle-dishes-f57723d0,true
fam-odong-2163a1e7,cat-noodle-dishes-f57723d0,true
fam-pancit-canton-1d2ac036,cat-noodle-dishes-f57723d0,true
fam-pancit-choca-9e7e7448,cat-noodle-dishes-f57723d0,true
fam-pancit-bihon-c8b85750,cat-noodle-dishes-f57723d0,true
fam-pancit-estacion-897b41c9,cat-noodle-dishes-f57723d0,true
fam-pancit-luglug-4b57f7c5,cat-noodle-dishes-f57723d0,true
fam-pancit-molo-4244a2ed,cat-noodle-dishes-f57723d0,true
fam-pancit-miki-83088799,cat-noodle-dishes-f57723d0,true
fam-pancit-palabok-c98ecef6,cat-noodle-dishes-f57723d0,true
fam-sopa-de-fideo-fb30790c,cat-noodle-dishes-f57723d0,true
fam-bihun-goreng-237286ac,cat-noodle-dishes-f57723d0,true
fam-char-kway-teow-56b0b7f1,cat-noodle-dishes-f57723d0,true
fam-kwetiau-ayam-9a743136,cat-noodle-dishes-f57723d0,true
fam-kwetiau-goreng-a4f1c509,cat-noodle-dishes-f57723d0,true
fam-beef-kway-teow-19237ecf,cat-noodle-dishes-f57723d0,true
fam-laksa-cc9bca99,cat-noodle-dishes-f57723d0,true
fam-lakso-5d51fdea,cat-noodle-dishes-f57723d0,true
fam-mie-aceh-42b65b20,cat-noodle-dishes-f57723d0,true
fam-mie-bakso-b85d7ec5,cat-noodle-dishes-f57723d0,true
fam-mie-cakalang-9735a007,cat-noodle-dishes-f57723d0,true
fam-mie-caluk-dc7f5251,cat-noodle-dishes-f57723d0,true
fam-mie-combor-9889bf49,cat-noodle-dishes-f57723d0,true
fam-mie-gomak-a81fee7f,cat-noodle-dishes-f57723d0,true
fam-mie-goreng-cbaeed78,cat-noodle-dishes-f57723d0,true
fam-mie-ikan-8028a52f,cat-noodle-dishes-f57723d0,true
fam-mie-jawa-a62fab35,cat-noodle-dishes-f57723d0,true
fam-rujak-c7834094,cat-noodle-dishes-f57723d0,true
fam-curry-mee-a0fd0daf,cat-noodle-dishes-f57723d0,true
fam-mie-kangkung-1a90c8fb,cat-noodle-dishes-f57723d0,true
fam-mie-kering-88d2d70a,cat-noodle-dishes-f57723d0,true
fam-mie-koclok-4e8f642f,cat-noodle-dishes-f57723d0,true
fam-mie-kocok-1908e108,cat-noodle-dishes-f57723d0,true
fam-mie-kopyok-6f94c005,cat-noodle-dishes-f57723d0,true
fam-mie-kuah-0900b5f6,cat-noodle-dishes-f57723d0,true
fam-wonton-noodle-6e2129d1,cat-noodle-dishes-f57723d0,true
fam-mie-rebus-30c626e2,cat-noodle-dishes-f57723d0,true
fam-mie-tarempa-10019b1d,cat-noodle-dishes-f57723d0,true
fam-tinutuan-3ac3a08d,cat-noodle-dishes-f57723d0,true
fam-soto-mie-f93f18a2,cat-noodle-dishes-f57723d0,true
fam-khao-poon-aa366719,cat-noodle-dishes-f57723d0,true
fam-khao-soi-fcac195f,cat-noodle-dishes-f57723d0,true
fam-feu-food-12cd3836,cat-noodle-dishes-f57723d0,true
fam-lard-na-17a9bfd5,cat-noodle-dishes-f57723d0,true
fam-khao-piak-sen-22ed2a6d,cat-noodle-dishes-f57723d0,true
fam-duck-soup-noodles-a72aa514,cat-noodle-dishes-f57723d0,true
fam-hae-mee-0601f718,cat-noodle-dishes-f57723d0,true
fam-lor-mee-ceb0f80e,cat-noodle-dishes-f57723d0,true
fam-mee-bandung-422f91b2,cat-noodle-dishes-f57723d0,true
fam-mee-goreng-c9905dcc,cat-noodle-dishes-f57723d0,true
fam-mee-kolo-d34110f3,cat-noodle-dishes-f57723d0,true
fam-mi-rebus-26aeeb6b,cat-noodle-dishes-f57723d0,true
fam-mee-siam-e89c7fa6,cat-noodle-dishes-f57723d0,true
fam-mee-tauhu-d13b6e42,cat-noodle-dishes-f57723d0,true
fam-rice-noodle-roll-c5f40fef,cat-noodle-dishes-f57723d0,true
fam-curry-chicken-noodles-24b1ecc3,cat-noodle-dishes-f57723d0,true
fam-katong-laksa-eb3c3b0f,cat-noodle-dishes-f57723d0,true
fam-vegetarian-bee-hoon-49e4c61e,cat-noodle-dishes-f57723d0,true
fam-boat-noodles-a5021f93,cat-noodle-dishes-f57723d0,true
fam-nam-ngiao-8b609936,cat-noodle-dishes-f57723d0,true
fam-pad-see-ew-915fe511,cat-noodle-dishes-f57723d0,true
fam-rat-na-f7dd1b1d,cat-noodle-dishes-f57723d0,true
fam-sukhothai-rice-noodles-a26d209b,cat-noodle-dishes-f57723d0,true
fam-laghman-food-fe22ecbc,cat-noodle-dishes-f57723d0,true
fam-naryn-dish-3eb53b7c,cat-noodle-dishes-f57723d0,true
fam-idiyappam-ed19b5ae,cat-noodle-dishes-f57723d0,true
fam-sevai-12a69f51,cat-noodle-dishes-f57723d0,true
fam-faloodeh-0b1fbbb9,cat-noodle-dishes-f57723d0,true
fam-chicken-noodle-soup-7884a0ba,cat-noodle-dishes-f57723d0,true
fam-chicken-riggies-23a69181,cat-noodle-dishes-f57723d0,true
fam-kraft-dinner-215f48ff,cat-noodle-dishes-f57723d0,true
fam-saimin-fdfbc4e1,cat-noodle-dishes-f57723d0,true
fam-arroz-chaufa-5e4477bc,cat-noodle-dishes-f57723d0,true
fam-tallarin-saltado-e90768fd,cat-noodle-dishes-f57723d0,true
fam-kugel-6bc8db62,cat-noodle-dishes-f57723d0,true
fam-roso-0225a35d,cat-noodle-dishes-f57723d0,true
fam-rechta-a797c14f,cat-noodle-dishes-f57723d0,true
fam-koshary-41e89d90,cat-noodle-dishes-f57723d0,true
fam-a-simple-pho-dish-68edde8a,cat-noodle-dishes-f57723d0,true
fam-pad-thai-from-a-street-stall-in-chiang-mai-e0703996,cat-noodle-dishes-f57723d0,true
fam-bun-bo-hue-d17bed6c,cat-noodle-dishes-f57723d0,true
fam-fried-noodles-990eee80,cat-noodle-dishes-f57723d0,true
fam-broth-3e91595e,cat-soups-58c2caa7,true
fam-chowder-75162bc4,cat-soups-58c2caa7,true
fam-fish-soup-94f8f39b,cat-soups-58c2caa7,true
fam-fruit-soup-4687b0f4,cat-soups-58c2caa7,true
fam-cream-soup-c64c9ccb,cat-soups-58c2caa7,true
fam-stew-b02cc0b0,cat-soups-58c2caa7,true
fam-stock-food-a65e1a5f,cat-soups-58c2caa7,true
fam-three-grand-soups-52c451e6,cat-soups-58c2caa7,true
fam-fish-stew-3a26a59e,cat-stews-ce00fa93,true
fam-aiwowo-9c0986b9,cat-rice-dishes-e5a0eea5,true
fam-insalata-di-riso-159e6d48,cat-rice-dishes-e5a0eea5,true
fam-kanika-food-0798b6dd,cat-rice-dishes-e5a0eea5,true
fam-kfc-rice-a2f3912a,cat-rice-dishes-e5a0eea5,true
fam-lentil-rice-15edb98e,cat-rice-dishes-e5a0eea5,true
fam-sayadieh-60e3440e,cat-rice-dishes-e5a0eea5,true
fam-arabic-rice-42d5b90d,cat-rice-dishes-e5a0eea5,true
fam-tex-mex-7e94ec3f,cat-snacks-and-street-food-7e6d6760,true
