id,slug,name,normalized_name,description,primary_category_id,primary_cuisine_id,wikidata_qid,wikipedia_title,dbpedia_uri,popularity_rank,created_at,updated_at
fam-wd-q16230436,traditional-rice-of-sri-lanka,Traditional Rice of Sri Lanka,traditional rice of sri lanka,Canonical starter dish entry for Traditional Rice of Sri Lanka. Seeded from Wikidata with an English Wikipedia sitelink.,cat-rice-dishes-e5a0eea5,,Q16230436,Traditional rice of Sri Lanka,,2075,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1760470,tramezzino,Tramezzino,tramezzino,Canonical starter dish entry for Tramezzino. Origin: Italy. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q192786,Q1760470,Tramezzino,,2076,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q7841375,trident,Trident,trident,Canonical starter dish entry for Trident. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q7841375,Trident (gum),,2077,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q18943775,trilece,trileçe,trilece,Canonical starter dish entry for trileçe. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q18943775,Trileçe,,2078,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q10384855,tripas-a-moda-do-porto,Tripas à moda do Porto,tripas a moda do porto,Canonical starter dish entry for Tripas à moda do Porto. Origin: Portugal. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q180817,Q10384855,Tripas à moda do Porto,,2079,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q356690,tripes-a-la-mode-de-caen,tripes à la mode de Caen,tripes a la mode de caen,Canonical starter dish entry for tripes à la mode de Caen. Origin: France. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q6661,Q356690,Tripes à la mode de Caen,,2080,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q63527491,trippa-alla-romana,Trippa alla romana,trippa alla romana,Canonical starter dish entry for Trippa alla romana. Origin: Italy. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q192786,Q63527491,Trippa alla romana,,2081,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q17023518,tsoureki,tsoureki,tsoureki,Canonical starter dish entry for tsoureki. Origin: Turkey. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q654493,Q17023518,Tsoureki,,2082,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1190475,tteokbokki,tteokbokki,tteokbokki,Canonical starter dish entry for tteokbokki. Associated cuisine: Korean cuisine. Origin: Korea. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q647500,Q1190475,Tteokbokki,,2085,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q962957,tulumba,tulumba,tulumba,Canonical starter dish entry for tulumba. Origin: Egypt. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q1346230,Q962957,Tulumba,,2086,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q111381747,tumact-me-tulez,Tumact me tulez,tumact me tulez,Canonical starter dish entry for Tumact me tulez. Associated cuisine: cuisine of Basilicata. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q111381747,Tumact me tulez,,2087,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q2746599,tumpeng,tumpeng,tumpeng,Canonical starter dish entry for tumpeng. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q787497,Q2746599,Tumpeng,,2088,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q978397,tuna-fish-sandwich,tuna fish sandwich,tuna fish sandwich,Canonical starter dish entry for tuna fish sandwich. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,cat-sandwiches-116c3e15,cui-american-60d23958,Q978397,Tuna fish sandwich,,2089,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1243795,tuna-pot,Tuna pot,tuna pot,Canonical starter dish entry for Tuna pot. Associated cuisine: Basque cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,cat-seafood-dishes-67642233,,Q1243795,Tuna pot,,2090,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q7852883,tunde-ke-kabab,Tunde ke kabab,tunde ke kabab,Canonical starter dish entry for Tunde ke kabab. Origin: India. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q192087,Q7852883,Tunde ke kabab,,2092,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q7853461,tuotuorou,Tuotuorou,tuotuorou,Canonical starter dish entry for Tuotuorou. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q7853461,Tuotuorou,,2093,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q182339,turkish-delight,Turkish delight,turkish delight,Canonical starter dish entry for Turkish delight. Origin: Ottoman Empire. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q182339,Turkish delight,,2094,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q10969752,turkish-honey,Turkish honey,turkish honey,Canonical starter dish entry for Turkish honey. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q10969752,Miodek turecki,,2095,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q7855577,turli-tava,Turli Tava,turli tava,Canonical starter dish entry for Turli Tava. Origin: North Macedonia. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q7855577,Turli tava,,2096,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q159304,turron,turrón,turron,Canonical starter dish entry for turrón. Associated cuisine: Spanish cuisine. Origin: Spain. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q622512,Q159304,Turrón,,2097,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q12522818,tutug-oncom-rice,tutug oncom rice,tutug oncom rice,Canonical starter dish entry for tutug oncom rice. Seeded from Wikidata with an English Wikipedia sitelink.,cat-rice-dishes-e5a0eea5,,Q12522818,Tutug oncom,,2098,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q25041417,tuwo-masara-corn-meal,Tuwo masara (corn meal),tuwo masara corn meal,Canonical starter dish entry for Tuwo masara (corn meal). Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q7033037,Q25041417,Tuwon masara,,2099,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q83603766,tuwon-shinkafa,Tuwon shinkafa,tuwon shinkafa,Canonical starter dish entry for Tuwon shinkafa. Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q7033037,Q83603766,Tuwon shinkafa,,2100,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q3354371,twist,Twist,twist,Canonical starter dish entry for Twist. Origin: Norway. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q3354371,Twist (confectionery),,2101,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q667407,tyrkisk-peber,tyrkisk peber,tyrkisk peber,Canonical starter dish entry for tyrkisk peber. Origin: Denmark. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q667407,Tyrkisk peber,,2102,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q203886,tzimmes,tzimmes,tzimmes,Canonical starter dish entry for tzimmes. Associated cuisine: Jewish cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q203886,Tzimmes,,2103,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1435874,ugali,ugali,ugali,Canonical starter dish entry for ugali. Origin: Kenya. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q1435874,Ugali,,2104,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q7307455,uih-sepit,uih sepit,uih sepit,Canonical starter dish entry for uih sepit. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q787497,Q7307455,Kue semprong,,2105,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q113002647,ukazi-soup,Ukazi soup,ukazi soup,Canonical starter dish entry for Ukazi soup. Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,cat-soups-58c2caa7,cui-wd-q7033037,Q113002647,Ukazi soup,,2106,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q17109441,ukodo,Ukodo,ukodo,Canonical starter dish entry for Ukodo. Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q7033037,Q17109441,Ukodo,,2107,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q112911886,ukwa,Ukwa,ukwa,Canonical starter dish entry for Ukwa. Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q7033037,Q112911886,Ukwa (food),,2108,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q845376,ulmyeon,ulmyeon,ulmyeon,Canonical starter dish entry for ulmyeon. Associated cuisine: Korean Chinese cuisine. Origin: Korea. Seeded from Wikidata with an English Wikipedia sitelink.,cat-noodle-dishes-f57723d0,cui-wd-q647500,Q845376,Ulmyeon,,2109,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q121920223,ume-suisho,Ume suishō,ume suisho,Canonical starter dish entry for Ume suishō. Origin: Japan. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q234138,Q121920223,Ume suishō,,2110,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1352897,unadon,unadon,unadon,Canonical starter dish entry for unadon. Origin: Japan. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q234138,Q1352897,Unadon,,2111,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q7882754,uncle-joe-s-mint-balls,Uncle Joe's Mint Balls,uncle joe s mint balls,Canonical starter dish entry for Uncle Joe's Mint Balls. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q7882754,Uncle Joe's Mint Balls,,2112,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q2725826,undhiyu,Undhiyu,undhiyu,Canonical starter dish entry for Undhiyu. Associated cuisine: Gujarati cuisine. Origin: India. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q192087,Q2725826,Undhiyu,,2113,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q5702275,unleavened-bread,unleavened bread,unleavened bread,Canonical starter dish entry for unleavened bread. Seeded from Wikidata with an English Wikipedia sitelink.,cat-breads-and-loaves-c2814f9c,,Q5702275,Unleavened bread,,2114,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q7897138,unnakai,Unnakai,unnakai,Canonical starter dish entry for Unnakai. Origin: India. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q192087,Q7897138,Unnakai,,2115,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q10710162,upplandskubb,Upplandskubb,upplandskubb,Canonical starter dish entry for Upplandskubb. Origin: Sweden. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q10710162,Upplandskubb,,2116,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q4206002,urap,urap,urap,Canonical starter dish entry for urap. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q787497,Q4206002,Urap,,2117,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q3051726,usban,Usban,usban,Canonical starter dish entry for Usban. Origin: Libya. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q3051726,Usban,,2118,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q17109463,usi,Usi,usi,Canonical starter dish entry for Usi. Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q7033037,Q17109463,Usi (food),,2120,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q11622168,usukawa-manju,Usukawa Manju,usukawa manju,Canonical starter dish entry for Usukawa Manju. Origin: Japan. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q234138,Q11622168,Usukawa Manju,,2121,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q136787113,vacherin-glace,vacherin glacé,vacherin glace,Canonical starter dish entry for vacherin glacé. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q136787113,Vacherin glacé,,2122,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q7908657,vaho,Vaho,vaho,Canonical starter dish entry for Vaho. Origin: Nicaragua. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q7908657,Vaho,,2123,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q7912524,valomilk,Valomilk,valomilk,Canonical starter dish entry for Valomilk. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q7912524,Valomilk,,2124,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q7914788,vangibath,Vangibath,vangibath,Canonical starter dish entry for Vangibath. Associated cuisine: Karnataka cuisine. Origin: India. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q192087,Q7914788,Vangibath,,2125,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q78210944,vasterbottensostpaj,Västerbottensostpaj,vasterbottensostpaj,Canonical starter dish entry for Västerbottensostpaj. Origin: Sweden. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q78210944,Västerbottensostpaj,,2126,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q951361,vatrushka,Vatrushka,vatrushka,Canonical starter dish entry for Vatrushka. Associated cuisine: Russian cuisine. Origin: Russia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-russian-0a46376e,Q951361,Vatrushka,,2127,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q3555157,veal-orloff,Veal Orloff,veal orloff,Canonical starter dish entry for Veal Orloff. Origin: France. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q6661,Q3555157,Veal Orloff,,2129,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q7919751,venetian-sauce,Venetian sauce,venetian sauce,Canonical starter dish entry for Venetian sauce. Seeded from Wikidata with an English Wikipedia sitelink.,cat-sauces-and-condiments-10f97308,,Q7919751,Venetian sauce,,2130,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q107308168,vepro-knedlo-zelo,Vepřo knedlo zelo,vepro knedlo zelo,Canonical starter dish entry for Vepřo knedlo zelo. Origin: Czech Republic. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q871595,Q107308168,Vepřo knedlo zelo,,2131,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q124060793,verwurelter,Verwurelter,verwurelter,Canonical starter dish entry for Verwurelter. Origin: Luxembourg. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q124060793,Verwurelter,,2132,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q11902383,viennese-nougat,Viennese nougat,viennese nougat,Canonical starter dish entry for Viennese nougat. Seeded from Wikidata with an English Wikipedia sitelink.,cat-confections-and-sweets-33dd665f,,Q11902383,Viennese nougat,,2133,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q115766697,vieta-dish,Vieta (dish),vieta dish,Canonical starter dish entry for Vieta (dish). Associated cuisine: Chechen cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q115766697,Vieta (dish),,2134,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q17104228,vigoron,Vigorón,vigoron,Canonical starter dish entry for Vigorón. Associated cuisine: Nicaraguan cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q17104228,Vigorón,,2135,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q14907501,vihreita-kuulia,Vihreitä kuulia,vihreita kuulia,Canonical starter dish entry for Vihreitä kuulia. Origin: Finland. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q14907501,Vihreät kuulat,,2136,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q2548949,vine-leaf-roll,vine leaf roll,vine leaf roll,Canonical starter dish entry for vine leaf roll. Associated cuisine: Palestinian cuisine. Origin: Turkey. Seeded from Wikidata with an English Wikipedia sitelink.,cat-wraps-and-rolls-dd6f3471,cui-wd-q654493,Q2548949,Ntolmás,,2137,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q15220576,vinegret,Vinegret,vinegret,Canonical starter dish entry for Vinegret. Associated cuisine: Russian cuisine. Origin: Russia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-russian-0a46376e,Q15220576,Vinegret,,2138,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q10391691,virado,Virado,virado,Canonical starter dish entry for Virado. Origin: Brazil. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q614394,Q10391691,Virado,,2141,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1086747,virgin-boy-egg,Virgin boy egg,virgin boy egg,Canonical starter dish entry for Virgin boy egg. Seeded from Wikidata with an English Wikipedia sitelink.,cat-egg-dishes-91225177,,Q1086747,Virgin boy egg,,2142,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q3292757,vori-vori,Vori vori,vori vori,Canonical starter dish entry for Vori vori. Origin: Paraguay. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q3292757,Vori vori,,2143,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1226651,wafer-cookie,wafer cookie,wafer cookie,Canonical starter dish entry for wafer cookie. Origin: Poland. Seeded from Wikidata with an English Wikipedia sitelink.,cat-cookies-and-biscuits-55578132,cui-wd-q756020,Q1226651,Oblea,,2144,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q375,waffle,waffle,waffle,Canonical starter dish entry for waffle. Origin: France. Seeded from Wikidata with an English Wikipedia sitelink.,cat-breakfast-dishes-7ff5de50,cui-wd-q6661,Q375,Waffle,,2153,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q209464,waldorf-salad,Waldorf salad,waldorf salad,Canonical starter dish entry for Waldorf salad. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,cat-salads-aa3e870c,cui-american-60d23958,Q209464,Waldorf salad,,2154,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q135921159,walleye-sandwich,Walleye sandwich,walleye sandwich,Canonical starter dish entry for Walleye sandwich. Seeded from Wikidata with an English Wikipedia sitelink.,cat-sandwiches-116c3e15,,Q135921159,Walleye sandwich,,2155,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q7969405,warheads,Warheads,warheads,Canonical starter dish entry for Warheads. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q7969405,Warheads (candy),,2156,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q65589417,warm-goat-cheese-salad,warm goat cheese salad,warm goat cheese salad,Canonical starter dish entry for warm goat cheese salad. Origin: France. Seeded from Wikidata with an English Wikipedia sitelink.,cat-salads-aa3e870c,cui-wd-q6661,Q65589417,Chèvre chaud,,2157,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q85814488,wasawasa,wasawasa,wasawasa,Canonical starter dish entry for wasawasa. Origin: Ghana. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q85814488,Wasawasa,,2158,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q112339256,water-pie,Water pie,water pie,Canonical starter dish entry for Water pie. Seeded from Wikidata with an English Wikipedia sitelink.,cat-pies-and-pastries-eefde59e,,Q112339256,Water pie,,2159,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q28455447,watercress-soup,Watercress soup,watercress soup,Canonical starter dish entry for Watercress soup. Seeded from Wikidata with an English Wikipedia sitelink.,cat-soups-58c2caa7,,Q28455447,Watercress soup,,2160,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q7974369,watermelon-steak,watermelon steak,watermelon steak,Canonical starter dish entry for watermelon steak. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q7974369,Watermelon steak,,2161,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q7975687,wax-lips,Wax lips,wax lips,Canonical starter dish entry for Wax lips. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q7975687,Wax lips,,2162,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q2553843,weckewerk,Weckewerk,weckewerk,Canonical starter dish entry for Weckewerk. Associated cuisine: Hessian cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q2553843,Weckewerk,,2163,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q16966417,wedding-cabbage,wedding cabbage,wedding cabbage,Canonical starter dish entry for wedding cabbage. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q16966417,Wedding cabbage,,2164,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q55150793,westfalisches-blindhuhn,Westfälisches Blindhuhn,westfalisches blindhuhn,Canonical starter dish entry for Westfälisches Blindhuhn. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q55150793,Blindhuhn,,2165,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q25220508,whistle-pops,Whistle Pops,whistle pops,Canonical starter dish entry for Whistle Pops. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q25220508,Whistle Pops,,2166,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q7995577,white-boiled-shrimp,White boiled shrimp,white boiled shrimp,Canonical starter dish entry for White boiled shrimp. Origin: People's Republic of China. Seeded from Wikidata with an English Wikipedia sitelink.,cat-seafood-dishes-67642233,,Q7995577,White boiled shrimp,,2167,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q104858815,white-cake,White cake,white cake,Canonical starter dish entry for White cake. Seeded from Wikidata with an English Wikipedia sitelink.,cat-cakes-and-gateaux-d8e29f50,,Q104858815,White cake,,2168,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q11338139,white-christmas,White Christmas,white christmas,Canonical starter dish entry for White Christmas. Origin: Australia. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q783010,Q11338139,White Christmas (food),,2169,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q1812421,white-rabbit-creamy-candy,White Rabbit Creamy Candy,white rabbit creamy candy,Canonical starter dish entry for White Rabbit Creamy Candy. Seeded from Wikidata with an English Wikipedia sitelink.,cat-confections-and-sweets-33dd665f,,Q1812421,White Rabbit (candy),,2170,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q6497852,wiener-schnitzel,Wiener schnitzel,wiener schnitzel,Canonical starter dish entry for Wiener schnitzel. Origin: Austria. Seeded from Wikidata with an English Wikipedia sitelink.,cat-fried-dishes-and-fritters-31bc2558,cui-wd-q42029,Q6497852,Wiener schnitzel,,2171,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q135921173,wild-rice-pancake,Wild rice pancake,wild rice pancake,Canonical starter dish entry for Wild rice pancake. Seeded from Wikidata with an English Wikipedia sitelink.,cat-rice-dishes-e5a0eea5,,Q135921173,Wild rice pancake,,2172,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q135927675,wild-rice-salad,Wild rice salad,wild rice salad,Canonical starter dish entry for Wild rice salad. Associated cuisine: Minnesotan cuisine. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,cat-rice-dishes-e5a0eea5,cui-american-60d23958,Q135927675,Wild rice salad,,2173,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q8026452,winterfresh,Winterfresh,winterfresh,Canonical starter dish entry for Winterfresh. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q8026452,Winterfresh,,2174,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q705381,wolgwa-chae,wolgwa-chae,wolgwa chae,Canonical starter dish entry for wolgwa-chae. Origin: Korea. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q647500,Q705381,Wolgwa-chae,,2175,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q8031737,wonder-bread,Wonder Bread,wonder bread,Canonical starter dish entry for Wonder Bread. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,cat-breads-and-loaves-c2814f9c,cui-american-60d23958,Q8031737,Wonder Bread,,2176,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q8038329,wrigley-s-spearmint,Wrigley's Spearmint,wrigley s spearmint,Canonical starter dish entry for Wrigley's Spearmint. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-american-60d23958,Q8038329,Wrigley's Spearmint,,2177,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q11108995,xa-loi-pagoda-raids,Xá Lợi Pagoda raids,xa loi pagoda raids,Canonical starter dish entry for Xá Lợi Pagoda raids. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q11108995,Xá Lợi Pagoda raids,,2178,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q10394334,xerem,Xerém,xerem,Canonical starter dish entry for Xerém. Origin: Portugal. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q180817,Q10394334,Xarém,,2179,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q702662,xiaolongbao,xiaolongbao,xiaolongbao,Canonical starter dish entry for xiaolongbao. Associated cuisine: Chinese cuisine. Origin: People's Republic of China. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q702662,Xiaolongbao,,2180,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q25105527,xidoufen,Xidoufen,xidoufen,Canonical starter dish entry for Xidoufen. Origin: Yunnan. Seeded from Wikidata with an English Wikipedia sitelink.,,,Q25105527,Xidoufen,,2182,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q113455543,xis,Xis,xis,Canonical starter dish entry for Xis. Associated cuisine: Brazilian cuisine. Origin: Brazil. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q614394,Q113455543,Xis (sandwich),,2183,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
fam-wd-q3027539,xuixo,Xuixo,xuixo,Canonical starter dish entry for Xuixo. Origin: Spain. Seeded from Wikidata with an English Wikipedia sitelink.,,cui-wd-q622512,Q3027539,Xuixo,,2184,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
