id,name,normalized_name,primary_category_id,primary_cuisine_id,wikidata_qid,wikipedia_title
fam-wd-q5016266,Cadbury Dairy Milk Fruit & Nut,cadbury dairy milk fruit nut,,,Q5016266,Cadbury Dairy Milk Fruit & Nut
fam-wd-q5016268,Cadbury Eclairs,cadbury eclairs,,,Q5016268,Cadbury Eclairs
fam-wd-q130300520,Cadbury Favourites,cadbury favourites,,,Q130300520,Cadbury Favourites
fam-wd-q5016278,Cadbury Roses,cadbury roses,,,Q5016278,Cadbury Roses
fam-wd-q5016279,Cadbury Shots,cadbury shots,,,Q5016279,Cadbury Shots
fam-wd-q5016282,Cadbury Snack,cadbury snack,cat-snacks-and-street-food-7e6d6760,,Q5016282,Cadbury Snack
fam-wd-q5016284,Cadbury Snowflake,cadbury snowflake,,,Q5016284,Cadbury Snowflake
fam-wd-q5016285,Cadbury Spira,cadbury spira,,,Q5016285,Spira (confectionery)
fam-wd-q5016287,Cadburys Tempo,cadburys tempo,,,Q5016287,Cadburys Tempo
fam-wd-q275508,Caesar salad,caesar salad,cat-salads-aa3e870c,cui-wd-q192786,Q275508,Caesar salad
fam-wd-q138024534,Café com mistura,cafe com mistura,,,Q138024534,Café com mistura
fam-wd-q2933003,Café gourmand,cafe gourmand,,,Q2933003,Café gourmand
fam-wd-q2080641,café liégeois,cafe liegeois,,cui-wd-q6661,Q2080641,Café liégeois
fam-wd-q5055611,Cağ kebabı,cag kebab,cat-skewers-and-grilled-dishes-08780632,cui-wd-q654493,Q5055611,Cağ kebabı
fam-wd-q1026488,Caldo galego,caldo galego,,cui-wd-q622512,Q1026488,Caldo galego
fam-wd-q3823969,Caldoso,caldoso,,,Q3823969,Arroz caldoso
fam-wd-q1139527,California roll,california roll,cat-wraps-and-rolls-dd6f3471,cui-american-60d23958,Q1139527,California roll
fam-wd-q21087825,Caluk noodles,caluk noodles,cat-noodle-dishes-f57723d0,cui-wd-q787497,Q21087825,Mie caluk
fam-wd-q18638792,Campanile,campanile,,cui-wd-q6661,Q18638792,Campanile (cake)
fam-wd-q597159,Canarian wrinkly potatoes,canarian wrinkly potatoes,,cui-wd-q622512,Q597159,Papas arrugadas
fam-wd-q28209622,Candy Raisins,candy raisins,cat-confections-and-sweets-33dd665f,,Q28209622,Candy Raisins
fam-wd-q7212986,Cantonese slow-cooked soup,cantonese slow cooked soup,cat-soups-58c2caa7,,Q7212986,Lou fo tong
fam-wd-q61743260,Capra e fagioli,capra e fagioli,,cui-wd-q192786,Q61743260,Capra e fagioli
fam-wd-q568364,Caprese salad,caprese salad,cat-salads-aa3e870c,cui-wd-q192786,Q568364,Caprese salad
fam-wd-q69214,Caragols a la llauna,caragols a la llauna,,,Q69214,Caragols a la llauna
fam-wd-q138553,carbonade flamande,carbonade flamande,,cui-belgian-f69a2115,Q138553,Flemish stew
fam-wd-q876624,carbonara,carbonara,cat-pasta-dishes-18ec3e4d,cui-american-60d23958,Q876624,Carbonara
fam-wd-q3848112,carcamusa,carcamusa,,,Q3848112,Carcamusas
fam-wd-q136393820,Caribou stew,caribou stew,cat-stews-ce00fa93,,Q136393820,Caribou stew
fam-wd-q5043851,Carne de chango,carne de chango,,,Q5043851,Carne de chango
fam-wd-q5047987,Casado,casado,,,Q5047987,Casado
fam-wd-q3661967,cassatella di Agira,cassatella di agira,,cui-wd-q192786,Q3661967,Cassatella di Agira
fam-wd-q3661969,Cassatella di Sant'Agata,cassatella di sant agata,,cui-wd-q192786,Q3661969,Cassatella di sant'Agata
fam-wd-q85750898,Cassia flower bud salad,cassia flower bud salad,cat-salads-aa3e870c,,Q85750898,Cassia flower bud salad
fam-wd-q3662049,Castagnaccio,castagnaccio,,cui-wd-q192786,Q3662049,Castagnaccio
fam-wd-q743714,Catànies,catanies,,cui-wd-q622512,Q743714,Catànies
fam-wd-q5057827,celery Victor,celery victor,,cui-american-60d23958,Q5057827,Celery Victor
fam-wd-q5058206,Cella's,cella s,,,Q5058206,Cella's
fam-wd-q109353074,"Cemita (bread of Puebla, México)",cemita bread of puebla mexico,cat-breads-and-loaves-c2814f9c,cui-wd-q207965,Q109353074,Cemita
fam-wd-q867426,Cendol,cendol,,cui-wd-q787497,Q867426,Cendol
fam-wd-q11114189,Cenil,cenil,,cui-wd-q787497,Q11114189,Cenil
fam-wd-q5065284,Certs,certs,,cui-american-60d23958,Q5065284,Certs
fam-wd-q1057953,ceviche,ceviche,cat-salads-aa3e870c,cui-wd-q749847,Q1057953,Ceviche
fam-wd-q3274058,chả cá Lã Vọng,cha ca la vong,,cui-wd-q826059,Q3274058,Chả cá Lã Vọng
fam-wd-q124613458,Cha kroeung,cha kroeung,,,Q124613458,Cha kroeung
fam-wd-q54371849,chả trứng,cha trung,,cui-wd-q826059,Q54371849,Chả trứng
fam-wd-q5484859,Chajá,chaja,,,Q5484859,Chajá
fam-wd-q1059273,chakalaka,chakalaka,,,Q1059273,Chakalaka
fam-wd-q15656515,chaku,chaku,,,Q15656515,Chaku (Newari cuisine)
fam-wd-q703286,champon,champon,cat-noodle-dishes-f57723d0,cui-wd-q234138,Q703286,Champon
fam-wd-q2955932,Champurrado,champurrado,,cui-wd-q207965,Q2955932,Champurrado
fam-wd-q5070230,Champús,champus,,,Q5070230,Champús
fam-wd-q138329557,Chamthong,chamthong,,,Q138329557,Chamthong
fam-wd-q1061604,chana masala,chana masala,cat-curries-c13d2ace,cui-wd-q192087,Q1061604,Chana masala
fam-wd-q2378108,Chanakhi,chanakhi,,cui-wd-q1199026,Q2378108,Chanakhi
fam-wd-q120014728,Chang-Wang noodles,chang wang noodles,,,Q120014728,Changwang noodles
fam-wd-q5072761,Chaogan,chaogan,,,Q5072761,Chaogan
fam-wd-q12618459,Chapagetti,chapagetti,,cui-wd-q647500,Q12618459,Chapagetti
fam-wd-q28169436,chapli kebab,chapli kebab,cat-skewers-and-grilled-dishes-08780632,cui-wd-q1089120,Q28169436,Chapli kebab
fam-wd-q7185336,char siu egg rice,char siu egg rice,cat-rice-dishes-e5a0eea5,,Q7185336,Sorrowful Rice
fam-wd-q5084112,Charleston Chew,charleston chew,,,Q5084112,Charleston Chew
fam-wd-q5084201,Charleston red rice,charleston red rice,cat-rice-dishes-e5a0eea5,,Q5084201,Charleston red rice
fam-wd-q136791457,Charms Blow Pops,charms blow pops,,cui-american-60d23958,Q136791457,Charms Blow Pops
fam-wd-q610130,charoset,charoset,,,Q610130,Charoset
fam-wd-q1067884,Chartreuse,chartreuse,,cui-wd-q6661,Q1067884,Chartreuse (dish)
fam-wd-q106194785,chashushuli,chashushuli,,cui-wd-q1199026,Q106194785,Chashushuli
fam-wd-q111609502,chausson aux pommes,chausson aux pommes,,cui-wd-q6661,Q111609502,Chausson aux pommes
fam-wd-q1068574,chawanmushi,chawanmushi,,cui-wd-q234138,Q1068574,Chawanmushi
fam-wd-q2468860,chè trôi nước,che troi nuoc,,cui-wd-q826059,Q2468860,Chè trôi nước
fam-wd-q2961907,Chebakia,chebakia,,,Q2961907,Shebakia
fam-wd-q125372014,Cheese ball,cheese ball,,,Q125372014,Cheese ball (hors d'oeuvre)
fam-wd-q861293,cheese on toast,cheese on toast,,cui-wd-q918277,Q861293,Cheese on toast
fam-wd-q5089408,cheese straw,cheese straw,,,Q5089408,Cheese straw
fam-wd-q125357007,cheese zombie,cheese zombie,,cui-american-60d23958,Q125357007,Cheese zombie
fam-wd-q1069097,chelow kabab,chelow kabab,,,Q1069097,Chelow kabab
fam-wd-q12305730,Cherry Garcia,cherry garcia,,,Q12305730,Cherry Garcia
fam-wd-q17006531,Cherry kebab,cherry kebab,cat-skewers-and-grilled-dishes-08780632,,Q17006531,Cherry kebab
fam-wd-q5092519,cherry pie,cherry pie,cat-pies-and-pastries-eefde59e,,Q5092519,Cherry pie
fam-wd-q25005355,Chestnut pie,chestnut pie,cat-pies-and-pastries-eefde59e,,Q25005355,Chestnut pie
fam-wd-q5094552,Chewz,chewz,,cui-american-60d23958,Q5094552,Chewz
fam-wd-q96374874,Chha kh'nhei,chha kh nhei,,,Q96374874,Chha kh'nhei
fam-wd-q5094872,chhena jalebi,chhena jalebi,,,Q5094872,Chhena jalebi
fam-wd-q43580216,Chhenabara,chhenabara,,,Q43580216,Chhenabara
fam-wd-q114352250,Chhilka Roti,chhilka roti,,cui-wd-q192087,Q114352250,Chhilka roti
fam-wd-q5096335,chicken à la King,chicken a la king,,,Q5096335,Chicken à la King
fam-wd-q136953874,Chicken chop,chicken chop,,cui-wd-q772247,Q136953874,Chicken chop
fam-wd-q111589124,chicken fillet roll,chicken fillet roll,cat-wraps-and-rolls-dd6f3471,cui-wd-q1068545,Q111589124,Chicken fillet roll
fam-wd-q6013649,chicken inasal,chicken inasal,,cui-wd-q1520796,Q6013649,Chicken inasal
fam-wd-q542283,chicken Kiev,chicken kiev,,,Q542283,Chicken Kiev
fam-wd-q2214932,Chiclets,chiclets,,,Q2214932,Chiclets
fam-wd-q5098719,Chile relleno,chile relleno,,cui-wd-q207965,Q5098719,Chile relleno
fam-wd-q863794,chili,chili,cat-stews-ce00fa93,cui-wd-q207965,Q863794,Chili con carne
fam-wd-q5331853,chili shrimp,chili shrimp,cat-stews-ce00fa93,cui-wd-q10876842,Q5331853,Chili shrimp
fam-wd-q17072386,chimole,chimole,,,Q17072386,Chimole
fam-wd-q19895414,Chingri malai curry,chingri malai curry,cat-curries-c13d2ace,,Q19895414,Chingri malai curry
fam-wd-q464545,Chinmi,chinmi,,cui-wd-q234138,Q464545,Chinmi
fam-wd-q5102345,Chitranna,chitranna,,cui-wd-q192087,Q5102345,Chitranna
fam-wd-q595744,chocolate ball,chocolate ball,cat-confections-and-sweets-33dd665f,,Q595744,Oatmeal ball
fam-wd-q30186,chocolate cake,chocolate cake,cat-cakes-and-gateaux-d8e29f50,,Q30186,Chocolate cake
fam-wd-q15985102,chocolate covered fruit,chocolate covered fruit,cat-confections-and-sweets-33dd665f,,Q15985102,Chocolate-covered fruit
fam-wd-q134125172,chocolate crinkle,chocolate crinkle,cat-confections-and-sweets-33dd665f,,Q134125172,Chocolate crinkle
fam-wd-q1721876,chocolate liquor,chocolate liquor,cat-confections-and-sweets-33dd665f,,Q1721876,Chocolate liquor
fam-wd-q5103662,Chocolate marquise,chocolate marquise,cat-confections-and-sweets-33dd665f,cui-wd-q6661,Q5103662,Chocolate marquise
fam-wd-q25038426,Chocolate pizza,chocolate pizza,cat-flatbreads-and-pizzas-f0961fe2,cui-american-60d23958,Q25038426,Chocolate pizza
fam-wd-q20092696,Chocolate salo,chocolate salo,cat-confections-and-sweets-33dd665f,cui-wd-q1503789,Q20092696,Chocolate salo
fam-wd-q5103694,Chocopunch,chocopunch,,,Q5103694,Chocopunch
fam-wd-q15794115,Cholera,cholera,,,Q15794115,Cholera (food)
fam-wd-q964107,chow mein,chow mein,cat-noodle-dishes-f57723d0,,Q964107,Chow mein
fam-wd-q6570706,chraime,chraime,,,Q6570706,Chraime
fam-wd-q556060,Christmas cake,christmas cake,cat-cakes-and-gateaux-d8e29f50,,Q556060,Christmas cake
fam-wd-q2555488,Christmas carp,christmas carp,,cui-wd-q871595,Q2555488,Christmas carp
fam-wd-q2967557,Chtitha,chtitha,,,Q2967557,Chtitha
fam-wd-q16262179,chueo-tang,chueo tang,,cui-wd-q647500,Q16262179,Chueo-tang
fam-wd-q61360738,Chunga Pitha,chunga pitha,,cui-wd-q4855470,Q61360738,Chunga pitha
fam-wd-q15285629,Chungmu gimbap,chungmu gimbap,,,Q15285629,Chungmu-gimbap
fam-wd-q118944641,Chuối nếp nướng,chuoi nep nuong,,,Q118944641,Chuối nếp nướng
fam-wd-q25056748,Chupe Andino,chupe andino,,,Q25056748,Chupe andino
fam-wd-q1089959,churrasco,churrasco,,cui-wd-q622512,Q1089959,Churrasco
fam-wd-q997361,Chwee kueh,chwee kueh,,,Q997361,Chwee kueh
fam-wd-q16987370,Ciabatta Bacon Cheeseburger,ciabatta bacon cheeseburger,,,Q16987370,Ciabatta Bacon Cheeseburger
fam-wd-q11162,ciccioli,ciccioli,,cui-wd-q192786,Q11162,Ciccioli
fam-wd-q20113734,ciğer kebap,ciger kebap,,cui-wd-q654493,Q20113734,Ciğer kebabı
fam-wd-q11142810,Cilok,cilok,,cui-wd-q787497,Q11142810,Cilok
fam-wd-q5120165,Cimpa,cimpa,,cui-wd-q787497,Q5120165,Cimpa
fam-wd-q137270645,cinavu,cinavu,,cui-wd-q707908,Q137270645,Cinavu
fam-wd-q254979,cinnamon roll,cinnamon roll,cat-wraps-and-rolls-dd6f3471,,Q254979,Cinnamon roll
fam-wd-q32360952,cirdingis,cirdingis,,,Q32360952,Zhizhig-galnash
fam-wd-q5123542,City chicken,city chicken,,cui-american-60d23958,Q5123542,City chicken
fam-wd-q29019793,Clam pie,clam pie,cat-pies-and-pastries-eefde59e,,Q29019793,Clam pie
fam-wd-q2975184,Clamato,clamato,,cui-wd-q207965,Q2975184,Clamato
fam-wd-q3678059,çılbır,clbr,,cui-wd-q654493,Q3678059,Çılbır
fam-wd-q16965840,Clear toy candy,clear toy candy,cat-confections-and-sweets-33dd665f,,Q16965840,Clear toy candy
fam-wd-q1093380,club sandwich,club sandwich,cat-sandwiches-116c3e15,cui-american-60d23958,Q1093380,Club sandwich
fam-wd-q8077757,çoban salad,coban salad,cat-salads-aa3e870c,cui-wd-q654493,Q8077757,Çoban salatası
fam-wd-q503494,cobbler,cobbler,,cui-american-60d23958,Q503494,Cobbler (food)
fam-wd-q17122679,Coburger Bratwurst,coburger bratwurst,,,Q17122679,Coburger Bratwurst
fam-wd-q2981212,Cocada,cocada,,,Q2981212,Cocada
fam-wd-q868158,cocido,cocido,,cui-wd-q622512,Q868158,Cocido
fam-wd-q136393848,cod au gratin,cod au gratin,cat-casseroles-and-bakes-43c0edef,cui-wd-q1324207,Q136393848,Cod au gratin
fam-wd-q14481657,Čokolešnik,cokolesnik,,,Q14481657,Čokolešnik
fam-wd-q70241,cold borscht,cold borscht,cat-soups-58c2caa7,,Q70241,Cold borsch
fam-wd-q14914664,cold sweet soup,cold sweet soup,cat-soups-58c2caa7,,Q14914664,Cold Soup
fam-wd-q5202996,cốm,com,,cui-wd-q826059,Q5202996,Cốm
fam-wd-q10752179,cơm bình dân,com binh dan,,,Q10752179,Cơm bình dân
fam-wd-q5202956,cơm hến,com hen,,,Q5202956,Cơm hến
fam-wd-q5202957,cơm nắm,com nam,,,Q5202957,Cơm nắm
fam-wd-q11680825,completo,completo,,cui-wd-q1145205,Q11680825,Completo
fam-wd-q120682642,Conch fritter,conch fritter,cat-fried-dishes-and-fritters-31bc2558,,Q120682642,Conch fritter
fam-wd-q2891036,Conejo en salmorejo,conejo en salmorejo,,cui-wd-q622512,Q2891036,Conejo en salmorejo
fam-wd-q136564522,Confetti square,confetti square,,,Q136564522,Confetti square
fam-wd-q3686985,coniglio alla sanremese,coniglio alla sanremese,,cui-wd-q192786,Q3686985,Coniglio alla sanremese
fam-wd-q2082064,Consommé,consomme,cat-soups-58c2caa7,cui-wd-q6661,Q2082064,Consommé
fam-wd-q10268547,Conventual sweets,conventual sweets,,,Q10268547,Conventual sweets
fam-wd-q523224,cooked rice,cooked rice,cat-rice-dishes-e5a0eea5,,Q523224,Cooked rice
fam-wd-q12849581,çörek,corek,,cui-wd-q654493,Q12849581,Çörek
fam-wd-q5171049,corn crab soup,corn crab soup,cat-soups-58c2caa7,,Q5171049,Corn crab soup
fam-wd-q1133127,corn dog,corn dog,,cui-american-60d23958,Q1133127,Corn dog
fam-wd-q5171054,corn fritter,corn fritter,cat-fried-dishes-and-fritters-31bc2558,cui-wd-q787497,Q5171054,Corn fritter
fam-wd-q531184,coronation chicken,coronation chicken,,cui-wd-q918277,Q531184,Coronation chicken
fam-wd-q3330699,Costrada,costrada,,,Q3330699,Costrada from Pontedeume
fam-wd-q848957,coto makassar,coto makassar,,cui-wd-q787497,Q848957,Coto makassar
fam-wd-q3695911,Cotoletta alla bolognese,cotoletta alla bolognese,,cui-wd-q192786,Q3695911,Cotoletta alla bolognese
fam-wd-q2998597,Cotriade,cotriade,,cui-wd-q6661,Q2998597,Cotriade
fam-wd-q5175528,Cottage Pudding,cottage pudding,cat-puddings-and-custards-1664b0f1,cui-american-60d23958,Q5175528,Cottage pudding
fam-wd-q1791462,coulibiac,coulibiac,,cui-russian-0a46376e,Q1791462,Coulibiac
fam-wd-q1138371,crab cake,crab cake,cat-cakes-and-gateaux-d8e29f50,cui-american-60d23958,Q1138371,Crab cake
fam-wd-q12421702,Crab Curry,crab curry,cat-curries-c13d2ace,,Q12421702,Crab curry
fam-wd-q18111413,Crab jujube,crab jujube,cat-seafood-dishes-67642233,,Q18111413,Crab jujube
fam-wd-q5180222,Crab Louie,crab louie,cat-seafood-dishes-67642233,cui-american-60d23958,Q5180222,Crab Louie
fam-wd-q2628185,cranachan,cranachan,,,Q2628185,Cranachan
fam-wd-q135927668,Cranberry wild rice bread,cranberry wild rice bread,cat-breads-and-loaves-c2814f9c,,Q135927668,Cranberry wild rice bread
fam-wd-q30742157,Craquelin,craquelin,,cui-belgian-f69a2115,Q30742157,Craquelin
fam-wd-q5182787,Crawfish Monica,crawfish monica,,cui-american-60d23958,Q5182787,Crawfish Monica
fam-wd-q11299458,Cream Box,cream box,,cui-wd-q234138,Q11299458,Cream Box
fam-wd-q137908289,Cream of crab soup,cream of crab soup,cat-soups-58c2caa7,cui-american-60d23958,Q137908289,Cream of crab soup
fam-wd-q125030544,cream of sorrel soup,cream of sorrel soup,cat-soups-58c2caa7,,Q125030544,Cream of sorrel soup
fam-wd-q12200,crêpe,crepe,cat-pancakes-and-crepes-283edd96,cui-wd-q6661,Q12200,Crêpe
fam-wd-q1088248,crocchè,crocche,,cui-wd-q6661,Q1088248,Crocchè
fam-wd-q18150258,Crocetta of Caltanissetta,crocetta of caltanissetta,,cui-wd-q192786,Q18150258,Crocetta di Caltanissetta
fam-wd-q70125,croquette,croquette,cat-fried-dishes-and-fritters-31bc2558,,Q70125,Croquette
fam-wd-q1141574,crostini,crostini,,cui-wd-q192786,Q1141574,Crostini
fam-wd-q3005487,Crozets de Savoie,crozets de savoie,,cui-wd-q6661,Q3005487,Crozets de Savoie
fam-wd-q2142465,crudités,crudites,,cui-wd-q6661,Q2142465,Crudités
fam-wd-q1142807,Cuajada,cuajada,,cui-wd-q622512,Q1142807,Cuajada
fam-wd-q48976623,Cube toast,cube toast,,,Q48976623,Cube toast
fam-wd-q3847532,Cuchifritos,cuchifritos,,,Q3847532,Cuchifritos
fam-wd-q132717554,cucumber salad,cucumber salad,cat-salads-aa3e870c,,Q132717554,Cucumber salad
fam-wd-q872503,cucumber sandwich,cucumber sandwich,cat-sandwiches-116c3e15,cui-wd-q918277,Q872503,Cucumber sandwich
fam-wd-q17997299,Cucur cake,cucur cake,cat-cakes-and-gateaux-d8e29f50,,Q17997299,Kue cucur
fam-wd-q613665,cullen skink,cullen skink,,,Q613665,Cullen skink
fam-wd-q85754826,Cup-bop,cup bop,,,Q85754826,Cup-bap
fam-wd-q3699535,Cupeta,cupeta,,cui-wd-q192786,Q3699535,Cupeta
fam-wd-q2634430,Curd rice,curd rice,cat-rice-dishes-e5a0eea5,cui-wd-q192087,Q2634430,Curd rice
fam-wd-q2307239,custard tart,custard tart,cat-pies-and-pastries-eefde59e,cui-wd-q6661,Q2307239,Custard tart
fam-wd-q17064469,čvarci,cvarci,,,Q17064469,Čvarci
fam-wd-q13231338,Czech-style hot dog,czech style hot dog,,cui-wd-q871595,Q13231338,Párek v rohlíku
fam-wd-q28223958,Da jiu-jia,da jiu jia,,,Q28223958,Da jiu-jia
fam-wd-q24945547,Daab Chingri,daab chingri,,,Q24945547,Daab chingri
fam-wd-q19725078,dadar gulung,dadar gulung,,cui-wd-q787497,Q19725078,Dadar gulung
fam-wd-q55642975,Daetong-bap,daetong bap,,,Q55642975,Daetong-bap
fam-wd-q3234514,Dagang rice,dagang rice,cat-rice-dishes-e5a0eea5,,Q3234514,Nasi dagang
fam-wd-q2785975,dagobert,dagobert,,cui-belgian-f69a2115,Q2785975,Dagobert (sandwich)
fam-wd-q5208692,Dagwood sandwich,dagwood sandwich,cat-sandwiches-116c3e15,cui-american-60d23958,Q5208692,Dagwood sandwich
fam-wd-q5208800,Dahi baigana,dahi baigana,,cui-wd-q192087,Q5208800,Dahi baigana
fam-wd-q762285,Dakos,dakos,,cui-wd-q744027,Q762285,Dakos
fam-wd-q2723206,Dal baati,dal baati,,,Q2723206,Dal bati
fam-wd-q929364,Dal bhat,dal bhat,,cui-wd-q1194855,Q929364,Dal bhat
fam-wd-q128006259,Dal Pitha,dal pitha,,,Q128006259,Dal Pitha
fam-wd-q126961970,Dal Tadka,dal tadka,,cui-wd-q192087,Q126961970,Dal tadka
fam-wd-q108905093,dalgona,dalgona,,,Q108905093,Dalgona
fam-wd-q7780958,Dali ni Horbo,dali ni horbo,,cui-wd-q787497,Q7780958,Dali ni horbo
fam-wd-q107007191,dambu,dambu,,cui-wd-q7033037,Q107007191,Dambou
fam-wd-q1137315,Dame blanche,dame blanche,,cui-wd-q6661,Q1137315,Dame blanche (dessert)
fam-wd-q19851743,Danbing,danbing,,cui-wd-q707908,Q19851743,Danbing
fam-wd-q107357106,danwake,danwake,,cui-wd-q7033037,Q107357106,Dan wake
fam-wd-q10896709,dāoxiāo miàn,daoxiao mian,,,Q10896709,Knife-cut noodles
fam-wd-q85755689,Daral,daral,,cui-wd-q1520796,Q85755689,Daral (food)
fam-wd-q10936666,Dazhu gansi,dazhu gansi,,,Q10936666,Dazhu gansi
fam-wd-q132175543,Dek Akeo,dek akeo,,,Q132175543,Dek Akeo
fam-wd-q5253615,Delele,delele,,,Q5253615,Delele
fam-wd-q12481254,Dengke Mas Naniura,dengke mas naniura,,cui-wd-q787497,Q12481254,Dengke mas naniura
fam-wd-q5259648,Dentyne,dentyne,,,Q5259648,Dentyne
fam-wd-q104864044,Desperation pie,desperation pie,cat-pies-and-pastries-eefde59e,cui-american-60d23958,Q104864044,Desperation pies
fam-wd-q12411608,devils on horseback,devils on horseback,,cui-wd-q918277,Q12411608,Devils on horseback
fam-wd-q10296519,Dezhou braised chicken,dezhou braised chicken,,,Q10296519,Dezhou braised chicken
fam-wd-q2723965,Dhansak,dhansak,,cui-wd-q192087,Q2723965,Dhansak
fam-wd-q171983,dhokla,dhokla,,cui-wd-q192087,Q171983,Dhokla
fam-wd-q3026484,Dibi,dibi,,,Q3026484,Dibi (food)
fam-wd-q1228260,Dirty rice,dirty rice,cat-rice-dishes-e5a0eea5,,Q1228260,Dirty rice
fam-wd-q62018789,Discada,discada,,cui-wd-q207965,Q62018789,Discada
fam-wd-q136674388,Disco fries,disco fries,cat-snacks-and-street-food-7e6d6760,cui-american-60d23958,Q136674388,Disco fries
fam-wd-q11853198,dishwasher salmon,dishwasher salmon,cat-seafood-dishes-67642233,cui-american-60d23958,Q11853198,Dishwasher salmon
fam-wd-q5286620,dobin mushi,dobin mushi,,cui-wd-q234138,Q5286620,Dobin mushi
fam-wd-q5286688,dobrada,dobrada,,,Q5286688,Dobrada (food)
fam-wd-q131048134,doghramaj,doghramaj,,,Q131048134,Doghramaj
fam-wd-q2877740,Dole Whip,dole whip,,,Q2877740,Dole Whip
fam-wd-q141293,dondurma,dondurma,,cui-wd-q654493,Q141293,Dondurma
fam-wd-q5296979,Doodhpak,doodhpak,,cui-wd-q192087,Q5296979,Doodhpak
fam-wd-q11323173,Doria,doria,,,Q11323173,Doria (food)
fam-wd-q16180623,Dosirac,dosirac,,,Q16180623,Dosirac
fam-wd-q5299473,Dots,dots,,,Q5299473,Dots (candy)
fam-wd-q5300142,Doublemint,doublemint,,cui-american-60d23958,Q5300142,Doublemint
fam-wd-q5304700,Dracula Piller,dracula piller,,,Q5304700,Dracula Piller
fam-wd-q49001494,Dragon's Breath,dragon s breath,,,Q49001494,Dragon's Breath (dessert)
fam-wd-q5305996,draw soup,draw soup,cat-soups-58c2caa7,cui-wd-q7033037,Q5305996,Draw soup
fam-wd-q16874762,Dre-si,dre si,,,Q16874762,Dre-si
fam-wd-q2631681,dressed herring,dressed herring,,,Q2631681,Dressed herring
fam-wd-q5309357,drunken noodles,drunken noodles,cat-noodle-dishes-f57723d0,cui-wd-q841984,Q5309357,Drunken noodles
fam-wd-q2893649,drunken shrimp,drunken shrimp,cat-seafood-dishes-67642233,,Q2893649,Drunken shrimp
fam-wd-q5310685,Dubble Bubble,dubble bubble,,,Q5310685,Dubble Bubble
fam-wd-q5311505,duckanoo,duckanoo,,cui-wd-q1729345,Q5311505,Duckanoo
fam-wd-q19838749,düğün çorbası,dugun corbas,,cui-wd-q654493,Q19838749,Düğün çorbası
fam-wd-q2920546,dulce de batata,dulce de batata,,,Q2920546,Dulce de batata
fam-wd-q932742,Dumle,dumle,,,Q932742,Dumle
fam-wd-q134374794,Dunakavics,dunakavics,,cui-wd-q264327,Q134374794,Dunakavics
fam-wd-q137921543,Dundun,dundun,,,Q137921543,Dundun (food)
fam-wd-q2877510,dutchie,dutchie,,cui-wd-q1324207,Q2877510,Dutchie (doughnut)
fam-wd-q1268122,duxelles,duxelles,,,Q1268122,Duxelles
fam-wd-q12593636,dwaeji-gukbap,dwaeji gukbap,,cui-wd-q647500,Q12593636,Dwaeji-gukbap
fam-wd-q5331480,Eba,eba,,cui-wd-q7033037,Q5331480,Eba
fam-wd-q5332994,Eclipse,eclipse,,,Q5332994,Eclipse (breath freshener)
fam-wd-q28402897,Edikang Ikong,edikang ikong,,cui-wd-q7033037,Q28402897,Edikang ikong
fam-wd-q5338306,Edinburgh rock,edinburgh rock,,,Q5338306,Edinburgh rock
fam-wd-q30599933,Editan,editan,,cui-wd-q7033037,Q30599933,Editan (soup)
fam-wd-q113002820,Edo black soup,edo black soup,cat-soups-58c2caa7,cui-wd-q7033037,Q113002820,Edo black soup
fam-wd-q116745181,Edo traditional food,edo traditional food,,,Q116745181,Edo traditional food
fam-wd-q25043246,Efo riro,efo riro,,cui-wd-q7033037,Q25043246,Efo riro
fam-wd-q113038928,Egbo,egbo,,cui-wd-q7033037,Q113038928,Egbo (food)
fam-wd-q122957244,egg fried rice,egg fried rice,cat-rice-dishes-e5a0eea5,,Q122957244,Egg fried rice
fam-wd-q115217655,eggplant salad,eggplant salad,cat-salads-aa3e870c,,Q115217655,Eggplant salads and appetizers
fam-wd-q28000941,Eiernockerl,eiernockerl,,cui-wd-q42029,Q28000941,Eiernockerl
fam-wd-q138537728,Eight Immortals Crossing the Sea Gamboling Around the Arhat,eight immortals crossing the sea gamboling around the arhat,,,Q138537728,Eight Immortals Crossing the Sea Gamboling Around the Arhat
fam-wd-q17019149,Eight treasure rice,eight treasure rice,cat-rice-dishes-e5a0eea5,,Q17019149,Eight treasure rice
fam-wd-q112787717,Eka soup,eka soup,cat-soups-58c2caa7,,Q112787717,Eka soup
fam-wd-q4811799,Ekmek kadayıfı,ekmek kadayf,,cui-wd-q654493,Q4811799,Ekmek kadayıfı
fam-wd-q107358554,Ekpang Nkwukwo,ekpang nkwukwo,,,Q107358554,Ekwang
fam-wd-q10271107,Ekuru,ekuru,,cui-wd-q7033037,Q10271107,Ekuru
fam-wd-q2565922,Ema datshi,ema datshi,,,Q2565922,Ema datshi
fam-wd-q5373825,empal gentong,empal gentong,,cui-wd-q787497,Q5373825,Empal gentong
fam-wd-q17050490,empal gepuk,empal gepuk,,cui-wd-q787497,Q17050490,Gepuk
fam-wd-q747457,empanada,empanada,cat-pies-and-pastries-eefde59e,,Q747457,Empanada
fam-wd-q10931125,Empanadilla,empanadilla,,cui-wd-q1520796,Q10931125,Empanadilla
fam-wd-q123474581,Encharcada,encharcada,,cui-wd-q180817,Q123474581,Encharcada
