entity_type,entity_id,alias,normalized_alias,language_code,source_id,is_preferred
dish,dish-wd-q4748563,Tempoyak,tempoyak,en,src-wikidata,true
dish_family,fam-wd-q7706778,tetrazzini,tetrazzini,en,src-wikidata,true
dish,dish-wd-q7706778,tetrazzini,tetrazzini,en,src-wikidata,true
dish_family,fam-wd-q108366890,tfaya,tfaya,en,src-wikidata,true
dish,dish-wd-q108366890,tfaya,tfaya,en,src-wikidata,true
dish_family,fam-wd-q138545531,Tharoi thongba,tharoi thongba,en,src-wikidata,true
dish,dish-wd-q138545531,Tharoi thongba,tharoi thongba,en,src-wikidata,true
dish_family,fam-wd-q15648182,Thepla,thepla,en,src-wikidata,true
dish,dish-wd-q15648182,Thepla,thepla,en,src-wikidata,true
dish_family,fam-wd-q16935381,Thiakry,thiakry,en,src-wikidata,true
dish,dish-wd-q16935381,Thiakry,thiakry,en,src-wikidata,true
dish_family,fam-wd-q16935381,Chakery,chakery,en,src-wikipedia-en,false
dish,dish-wd-q16935381,Chakery,chakery,en,src-wikipedia-en,false
dish_family,fam-wd-q1810575,Thieboudienne,thieboudienne,en,src-wikidata,true
dish,dish-wd-q1810575,Thieboudienne,thieboudienne,en,src-wikidata,true
dish_family,fam-wd-q7784272,Thin Mints,thin mints,en,src-wikidata,true
dish,dish-wd-q7784272,Thin Mints,thin mints,en,src-wikidata,true
dish_family,fam-wd-q7784272,Thin Mints (Girl Scout cookie),thin mints girl scout cookie,en,src-wikipedia-en,false
dish,dish-wd-q7784272,Thin Mints (Girl Scout cookie),thin mints girl scout cookie,en,src-wikipedia-en,false
dish_family,fam-wd-q2739210,Thirteen desserts,thirteen desserts,en,src-wikidata,true
dish,dish-wd-q2739210,Thirteen desserts,thirteen desserts,en,src-wikidata,true
dish_family,fam-wd-q7796150,Thoran,thoran,en,src-wikidata,true
dish,dish-wd-q7796150,Thoran,thoran,en,src-wikidata,true
dish_family,fam-wd-q7798210,Thrills,thrills,en,src-wikidata,true
dish,dish-wd-q7798210,Thrills,thrills,en,src-wikidata,true
dish_family,fam-wd-q60763456,Tibok-tibok,tibok tibok,en,src-wikidata,true
dish,dish-wd-q60763456,Tibok-tibok,tibok tibok,en,src-wikidata,true
dish_family,fam-wd-q104829802,Tigelada,tigelada,en,src-wikidata,true
dish,dish-wd-q104829802,Tigelada,tigelada,en,src-wikidata,true
dish_family,fam-wd-q3697035,Tigella,tigella,en,src-wikidata,true
dish,dish-wd-q3697035,Tigella,tigella,en,src-wikidata,true
dish_family,fam-wd-q3697035,Crescentina modenese,crescentina modenese,en,src-wikipedia-en,false
dish,dish-wd-q3697035,Crescentina modenese,crescentina modenese,en,src-wikipedia-en,false
dish_family,fam-wd-q10971166,timphan,timphan,en,src-wikidata,true
dish,dish-wd-q10971166,timphan,timphan,en,src-wikidata,true
dish_family,fam-wd-q115802987,Tinaktak,tinaktak,en,src-wikidata,true
dish,dish-wd-q115802987,Tinaktak,tinaktak,en,src-wikidata,true
dish_family,fam-wd-q7808550,Tinutuan porridge,tinutuan porridge,en,src-wikidata,true
dish,dish-wd-q7808550,Tinutuan porridge,tinutuan porridge,en,src-wikidata,true
dish_family,fam-wd-q7808550,Tinutuan,tinutuan,en,src-wikipedia-en,false
dish,dish-wd-q7808550,Tinutuan,tinutuan,en,src-wikipedia-en,false
dish_family,fam-wd-q7808813,Tipatipa,tipatipa,en,src-wikidata,true
dish,dish-wd-q7808813,Tipatipa,tipatipa,en,src-wikidata,true
dish_family,fam-wd-q6379127,tirit,tirit,en,src-wikidata,true
dish,dish-wd-q6379127,tirit,tirit,en,src-wikidata,true
dish_family,fam-wd-q7809258,tirokafteri,tirokafteri,en,src-wikidata,true
dish,dish-wd-q7809258,tirokafteri,tirokafteri,en,src-wikidata,true
dish_family,fam-wd-q10698992,Tjälknöl,tjalknol,en,src-wikidata,true
dish,dish-wd-q10698992,Tjälknöl,tjalknol,en,src-wikidata,true
dish_family,fam-wd-q104792798,tjvjik,tjvjik,en,src-wikidata,true
dish,dish-wd-q104792798,tjvjik,tjvjik,en,src-wikidata,true
dish_family,fam-wd-q104792798,Tjvjik (food),tjvjik food,en,src-wikipedia-en,false
dish,dish-wd-q104792798,Tjvjik (food),tjvjik food,en,src-wikipedia-en,false
dish_family,fam-wd-q60793741,Tlačenka,tlacenka,en,src-wikidata,true
dish,dish-wd-q60793741,Tlačenka,tlacenka,en,src-wikidata,true
dish_family,fam-wd-q7811421,toasted ravioli,toasted ravioli,en,src-wikidata,true
dish,dish-wd-q7811421,toasted ravioli,toasted ravioli,en,src-wikidata,true
dish_family,fam-wd-q3530197,Tocană,tocana,en,src-wikidata,true
dish,dish-wd-q3530197,Tocană,tocana,en,src-wikidata,true
dish_family,fam-wd-q135116202,Tojiko mame,tojiko mame,en,src-wikidata,true
dish,dish-wd-q135116202,Tojiko mame,tojiko mame,en,src-wikidata,true
dish_family,fam-wd-q31352561,tom yum kung,tom yum kung,en,src-wikidata,true
dish,dish-wd-q31352561,tom yum kung,tom yum kung,en,src-wikidata,true
dish_family,fam-wd-q48724049,tomato chutney,tomato chutney,en,src-wikidata,true
dish,dish-wd-q48724049,tomato chutney,tomato chutney,en,src-wikidata,true
dish_family,fam-wd-q1066260,tomato soup,tomato soup,en,src-wikidata,true
dish,dish-wd-q1066260,tomato soup,tomato soup,en,src-wikidata,true
dish_family,fam-wd-q17164196,Tong bat lat,tong bat lat,en,src-wikidata,true
dish,dish-wd-q17164196,Tong bat lat,tong bat lat,en,src-wikidata,true
dish_family,fam-wd-q17164196,Tang bu shuai,tang bu shuai,en,src-wikipedia-en,false
dish,dish-wd-q17164196,Tang bu shuai,tang bu shuai,en,src-wikipedia-en,false
dish_family,fam-wd-q4272202,tongseng,tongseng,en,src-wikidata,true
dish,dish-wd-q4272202,tongseng,tongseng,en,src-wikidata,true
dish_family,fam-wd-q1142841,tonkatsu,tonkatsu,en,src-wikidata,true
dish,dish-wd-q1142841,tonkatsu,tonkatsu,en,src-wikidata,true
dish_family,fam-wd-q7824331,Tootsie Pops,tootsie pops,en,src-wikidata,true
dish,dish-wd-q7824331,Tootsie Pops,tootsie pops,en,src-wikidata,true
dish_family,fam-wd-q7824331,Tootsie Pop,tootsie pop,en,src-wikipedia-en,false
dish,dish-wd-q7824331,Tootsie Pop,tootsie pop,en,src-wikipedia-en,false
dish_family,fam-wd-q7824333,Tootsie Roll,tootsie roll,en,src-wikidata,true
dish,dish-wd-q7824333,Tootsie Roll,tootsie roll,en,src-wikidata,true
dish_family,fam-wd-q60738779,Top Ramen,top ramen,en,src-wikidata,true
dish,dish-wd-q60738779,Top Ramen,top ramen,en,src-wikidata,true
dish_family,fam-wd-q7825121,Toppo,toppo,en,src-wikidata,true
dish,dish-wd-q7825121,Toppo,toppo,en,src-wikidata,true
dish_family,fam-wd-q7825121,Toppo (food),toppo food,en,src-wikipedia-en,false
dish,dish-wd-q7825121,Toppo (food),toppo food,en,src-wikipedia-en,false
dish_family,fam-wd-q13519276,Torcetti,torcetti,en,src-wikidata,true
dish,dish-wd-q13519276,Torcetti,torcetti,en,src-wikidata,true
dish_family,fam-wd-q135313427,Torcik Wedlowski,torcik wedlowski,en,src-wikidata,true
dish,dish-wd-q135313427,Torcik Wedlowski,torcik wedlowski,en,src-wikidata,true
dish_family,fam-wd-q7825801,torikatsu,torikatsu,en,src-wikidata,true
dish,dish-wd-q7825801,torikatsu,torikatsu,en,src-wikidata,true
dish_family,fam-wd-q7825801,Chicken katsu,chicken katsu,en,src-wikipedia-en,false
dish,dish-wd-q7825801,Chicken katsu,chicken katsu,en,src-wikipedia-en,false
dish_family,fam-wd-q12812242,torpedo dessert,torpedo dessert,en,src-wikidata,true
dish,dish-wd-q12812242,torpedo dessert,torpedo dessert,en,src-wikidata,true
dish_family,fam-wd-q12812242,Cream tubes,cream tubes,en,src-wikipedia-en,false
dish,dish-wd-q12812242,Cream tubes,cream tubes,en,src-wikipedia-en,false
dish_family,fam-wd-q86674159,torta 900,torta 900,en,src-wikidata,true
dish,dish-wd-q86674159,torta 900,torta 900,en,src-wikidata,true
dish_family,fam-wd-q21210965,Torta delle rose,torta delle rose,en,src-wikidata,true
dish,dish-wd-q21210965,Torta delle rose,torta delle rose,en,src-wikidata,true
dish_family,fam-wd-q3280441,tostada,tostada,en,src-wikidata,true
dish,dish-wd-q3280441,tostada,tostada,en,src-wikidata,true
dish_family,fam-wd-q3280441,Tostada (tortilla),tostada tortilla,en,src-wikipedia-en,false
dish,dish-wd-q3280441,Tostada (tortilla),tostada tortilla,en,src-wikipedia-en,false
dish_family,fam-wd-q43372008,totché,totche,en,src-wikidata,true
dish,dish-wd-q43372008,totché,totche,en,src-wikidata,true
dish_family,fam-wd-q1095315,toum,toum,en,src-wikidata,true
dish,dish-wd-q1095315,toum,toum,en,src-wikidata,true
dish_family,fam-wd-q3535543,Tourte de blettes,tourte de blettes,en,src-wikidata,true
dish,dish-wd-q3535543,Tourte de blettes,tourte de blettes,en,src-wikidata,true
dish_family,fam-wd-q2106483,Trachitol,trachitol,en,src-wikidata,true
dish,dish-wd-q2106483,Trachitol,trachitol,en,src-wikidata,true
dish_family,fam-wd-q16230436,Traditional Rice of Sri Lanka,traditional rice of sri lanka,en,src-wikidata,true
dish,dish-wd-q16230436,Traditional Rice of Sri Lanka,traditional rice of sri lanka,en,src-wikidata,true
dish_family,fam-wd-q1760470,Tramezzino,tramezzino,en,src-wikidata,true
dish,dish-wd-q1760470,Tramezzino,tramezzino,en,src-wikidata,true
dish_family,fam-wd-q7841375,Trident,trident,en,src-wikidata,true
dish,dish-wd-q7841375,Trident,trident,en,src-wikidata,true
dish_family,fam-wd-q7841375,Trident (gum),trident gum,en,src-wikipedia-en,false
dish,dish-wd-q7841375,Trident (gum),trident gum,en,src-wikipedia-en,false
dish_family,fam-wd-q18943775,trileçe,trilece,en,src-wikidata,true
dish,dish-wd-q18943775,trileçe,trilece,en,src-wikidata,true
dish_family,fam-wd-q10384855,Tripas à moda do Porto,tripas a moda do porto,en,src-wikidata,true
dish,dish-wd-q10384855,Tripas à moda do Porto,tripas a moda do porto,en,src-wikidata,true
dish_family,fam-wd-q356690,tripes à la mode de Caen,tripes a la mode de caen,en,src-wikidata,true
dish,dish-wd-q356690,tripes à la mode de Caen,tripes a la mode de caen,en,src-wikidata,true
dish_family,fam-wd-q63527491,Trippa alla romana,trippa alla romana,en,src-wikidata,true
dish,dish-wd-q63527491,Trippa alla romana,trippa alla romana,en,src-wikidata,true
dish_family,fam-wd-q17023518,tsoureki,tsoureki,en,src-wikidata,true
dish,dish-wd-q17023518,tsoureki,tsoureki,en,src-wikidata,true
dish_family,fam-wd-q1190475,tteokbokki,tteokbokki,en,src-wikidata,true
dish,dish-wd-q1190475,tteokbokki,tteokbokki,en,src-wikidata,true
dish_family,fam-wd-q962957,tulumba,tulumba,en,src-wikidata,true
dish,dish-wd-q962957,tulumba,tulumba,en,src-wikidata,true
dish_family,fam-wd-q111381747,Tumact me tulez,tumact me tulez,en,src-wikidata,true
dish,dish-wd-q111381747,Tumact me tulez,tumact me tulez,en,src-wikidata,true
dish_family,fam-wd-q2746599,tumpeng,tumpeng,en,src-wikidata,true
dish,dish-wd-q2746599,tumpeng,tumpeng,en,src-wikidata,true
dish_family,fam-wd-q978397,tuna fish sandwich,tuna fish sandwich,en,src-wikidata,true
dish,dish-wd-q978397,tuna fish sandwich,tuna fish sandwich,en,src-wikidata,true
dish_family,fam-wd-q1243795,Tuna pot,tuna pot,en,src-wikidata,true
dish,dish-wd-q1243795,Tuna pot,tuna pot,en,src-wikidata,true
dish_family,fam-wd-q7852883,Tunde ke kabab,tunde ke kabab,en,src-wikidata,true
dish,dish-wd-q7852883,Tunde ke kabab,tunde ke kabab,en,src-wikidata,true
dish_family,fam-wd-q7853461,Tuotuorou,tuotuorou,en,src-wikidata,true
dish,dish-wd-q7853461,Tuotuorou,tuotuorou,en,src-wikidata,true
dish_family,fam-wd-q182339,Turkish delight,turkish delight,en,src-wikidata,true
dish,dish-wd-q182339,Turkish delight,turkish delight,en,src-wikidata,true
dish_family,fam-wd-q10969752,Turkish honey,turkish honey,en,src-wikidata,true
dish,dish-wd-q10969752,Turkish honey,turkish honey,en,src-wikidata,true
dish_family,fam-wd-q10969752,Miodek turecki,miodek turecki,en,src-wikipedia-en,false
dish,dish-wd-q10969752,Miodek turecki,miodek turecki,en,src-wikipedia-en,false
dish_family,fam-wd-q7855577,Turli Tava,turli tava,en,src-wikidata,true
dish,dish-wd-q7855577,Turli Tava,turli tava,en,src-wikidata,true
dish_family,fam-wd-q159304,turrón,turron,en,src-wikidata,true
dish,dish-wd-q159304,turrón,turron,en,src-wikidata,true
dish_family,fam-wd-q12522818,tutug oncom rice,tutug oncom rice,en,src-wikidata,true
dish,dish-wd-q12522818,tutug oncom rice,tutug oncom rice,en,src-wikidata,true
dish_family,fam-wd-q12522818,Tutug oncom,tutug oncom,en,src-wikipedia-en,false
dish,dish-wd-q12522818,Tutug oncom,tutug oncom,en,src-wikipedia-en,false
dish_family,fam-wd-q25041417,Tuwo masara (corn meal),tuwo masara corn meal,en,src-wikidata,true
dish,dish-wd-q25041417,Tuwo masara (corn meal),tuwo masara corn meal,en,src-wikidata,true
dish_family,fam-wd-q25041417,Tuwon masara,tuwon masara,en,src-wikipedia-en,false
dish,dish-wd-q25041417,Tuwon masara,tuwon masara,en,src-wikipedia-en,false
dish_family,fam-wd-q83603766,Tuwon shinkafa,tuwon shinkafa,en,src-wikidata,true
dish,dish-wd-q83603766,Tuwon shinkafa,tuwon shinkafa,en,src-wikidata,true
dish_family,fam-wd-q3354371,Twist,twist,en,src-wikidata,true
dish,dish-wd-q3354371,Twist,twist,en,src-wikidata,true
dish_family,fam-wd-q3354371,Twist (confectionery),twist confectionery,en,src-wikipedia-en,false
dish,dish-wd-q3354371,Twist (confectionery),twist confectionery,en,src-wikipedia-en,false
dish_family,fam-wd-q667407,tyrkisk peber,tyrkisk peber,en,src-wikidata,true
dish,dish-wd-q667407,tyrkisk peber,tyrkisk peber,en,src-wikidata,true
dish_family,fam-wd-q203886,tzimmes,tzimmes,en,src-wikidata,true
dish,dish-wd-q203886,tzimmes,tzimmes,en,src-wikidata,true
dish_family,fam-wd-q1435874,ugali,ugali,en,src-wikidata,true
dish,dish-wd-q1435874,ugali,ugali,en,src-wikidata,true
dish_family,fam-wd-q7307455,uih sepit,uih sepit,en,src-wikidata,true
dish,dish-wd-q7307455,uih sepit,uih sepit,en,src-wikidata,true
dish_family,fam-wd-q7307455,Kue semprong,kue semprong,en,src-wikipedia-en,false
dish,dish-wd-q7307455,Kue semprong,kue semprong,en,src-wikipedia-en,false
dish_family,fam-wd-q113002647,Ukazi soup,ukazi soup,en,src-wikidata,true
dish,dish-wd-q113002647,Ukazi soup,ukazi soup,en,src-wikidata,true
dish_family,fam-wd-q17109441,Ukodo,ukodo,en,src-wikidata,true
dish,dish-wd-q17109441,Ukodo,ukodo,en,src-wikidata,true
dish_family,fam-wd-q112911886,Ukwa,ukwa,en,src-wikidata,true
dish,dish-wd-q112911886,Ukwa,ukwa,en,src-wikidata,true
dish_family,fam-wd-q112911886,Ukwa (food),ukwa food,en,src-wikipedia-en,false
dish,dish-wd-q112911886,Ukwa (food),ukwa food,en,src-wikipedia-en,false
dish_family,fam-wd-q845376,ulmyeon,ulmyeon,en,src-wikidata,true
dish,dish-wd-q845376,ulmyeon,ulmyeon,en,src-wikidata,true
dish_family,fam-wd-q121920223,Ume suishō,ume suisho,en,src-wikidata,true
dish,dish-wd-q121920223,Ume suishō,ume suisho,en,src-wikidata,true
dish_family,fam-wd-q1352897,unadon,unadon,en,src-wikidata,true
dish,dish-wd-q1352897,unadon,unadon,en,src-wikidata,true
dish_family,fam-wd-q7882754,Uncle Joe's Mint Balls,uncle joe s mint balls,en,src-wikidata,true
dish,dish-wd-q7882754,Uncle Joe's Mint Balls,uncle joe s mint balls,en,src-wikidata,true
dish_family,fam-wd-q2725826,Undhiyu,undhiyu,en,src-wikidata,true
dish,dish-wd-q2725826,Undhiyu,undhiyu,en,src-wikidata,true
dish_family,fam-wd-q5702275,unleavened bread,unleavened bread,en,src-wikidata,true
dish,dish-wd-q5702275,unleavened bread,unleavened bread,en,src-wikidata,true
dish_family,fam-wd-q7897138,Unnakai,unnakai,en,src-wikidata,true
dish,dish-wd-q7897138,Unnakai,unnakai,en,src-wikidata,true
dish_family,fam-wd-q10710162,Upplandskubb,upplandskubb,en,src-wikidata,true
dish,dish-wd-q10710162,Upplandskubb,upplandskubb,en,src-wikidata,true
dish_family,fam-wd-q4206002,urap,urap,en,src-wikidata,true
dish,dish-wd-q4206002,urap,urap,en,src-wikidata,true
dish_family,fam-wd-q3051726,Usban,usban,en,src-wikidata,true
dish,dish-wd-q3051726,Usban,usban,en,src-wikidata,true
dish_family,fam-wd-q17109463,Usi,usi,en,src-wikidata,true
dish,dish-wd-q17109463,Usi,usi,en,src-wikidata,true
dish_family,fam-wd-q17109463,Usi (food),usi food,en,src-wikipedia-en,false
dish,dish-wd-q17109463,Usi (food),usi food,en,src-wikipedia-en,false
dish_family,fam-wd-q11622168,Usukawa Manju,usukawa manju,en,src-wikidata,true
dish,dish-wd-q11622168,Usukawa Manju,usukawa manju,en,src-wikidata,true
dish_family,fam-wd-q136787113,vacherin glacé,vacherin glace,en,src-wikidata,true
dish,dish-wd-q136787113,vacherin glacé,vacherin glace,en,src-wikidata,true
dish_family,fam-wd-q7908657,Vaho,vaho,en,src-wikidata,true
dish,dish-wd-q7908657,Vaho,vaho,en,src-wikidata,true
dish_family,fam-wd-q7912524,Valomilk,valomilk,en,src-wikidata,true
dish,dish-wd-q7912524,Valomilk,valomilk,en,src-wikidata,true
dish_family,fam-wd-q7914788,Vangibath,vangibath,en,src-wikidata,true
dish,dish-wd-q7914788,Vangibath,vangibath,en,src-wikidata,true
dish_family,fam-wd-q78210944,Västerbottensostpaj,vasterbottensostpaj,en,src-wikidata,true
dish,dish-wd-q78210944,Västerbottensostpaj,vasterbottensostpaj,en,src-wikidata,true
dish_family,fam-wd-q951361,Vatrushka,vatrushka,en,src-wikidata,true
dish,dish-wd-q951361,Vatrushka,vatrushka,en,src-wikidata,true
dish_family,fam-wd-q3555157,Veal Orloff,veal orloff,en,src-wikidata,true
dish,dish-wd-q3555157,Veal Orloff,veal orloff,en,src-wikidata,true
dish_family,fam-wd-q7919751,Venetian sauce,venetian sauce,en,src-wikidata,true
dish,dish-wd-q7919751,Venetian sauce,venetian sauce,en,src-wikidata,true
dish_family,fam-wd-q107308168,Vepřo knedlo zelo,vepro knedlo zelo,en,src-wikidata,true
dish,dish-wd-q107308168,Vepřo knedlo zelo,vepro knedlo zelo,en,src-wikidata,true
dish_family,fam-wd-q124060793,Verwurelter,verwurelter,en,src-wikidata,true
dish,dish-wd-q124060793,Verwurelter,verwurelter,en,src-wikidata,true
dish_family,fam-wd-q11902383,Viennese nougat,viennese nougat,en,src-wikidata,true
dish,dish-wd-q11902383,Viennese nougat,viennese nougat,en,src-wikidata,true
dish_family,fam-wd-q115766697,Vieta (dish),vieta dish,en,src-wikidata,true
dish,dish-wd-q115766697,Vieta (dish),vieta dish,en,src-wikidata,true
dish_family,fam-wd-q17104228,Vigorón,vigoron,en,src-wikidata,true
dish,dish-wd-q17104228,Vigorón,vigoron,en,src-wikidata,true
dish_family,fam-wd-q14907501,Vihreitä kuulia,vihreita kuulia,en,src-wikidata,true
dish,dish-wd-q14907501,Vihreitä kuulia,vihreita kuulia,en,src-wikidata,true
dish_family,fam-wd-q14907501,Vihreät kuulat,vihreat kuulat,en,src-wikipedia-en,false
dish,dish-wd-q14907501,Vihreät kuulat,vihreat kuulat,en,src-wikipedia-en,false
dish_family,fam-wd-q2548949,vine leaf roll,vine leaf roll,en,src-wikidata,true
dish,dish-wd-q2548949,vine leaf roll,vine leaf roll,en,src-wikidata,true
dish_family,fam-wd-q2548949,Ntolmás,ntolmas,en,src-wikipedia-en,false
dish,dish-wd-q2548949,Ntolmás,ntolmas,en,src-wikipedia-en,false
dish_family,fam-wd-q15220576,Vinegret,vinegret,en,src-wikidata,true
dish,dish-wd-q15220576,Vinegret,vinegret,en,src-wikidata,true
dish_family,fam-wd-q10391691,Virado,virado,en,src-wikidata,true
dish,dish-wd-q10391691,Virado,virado,en,src-wikidata,true
dish_family,fam-wd-q1086747,Virgin boy egg,virgin boy egg,en,src-wikidata,true
dish,dish-wd-q1086747,Virgin boy egg,virgin boy egg,en,src-wikidata,true
dish_family,fam-wd-q3292757,Vori vori,vori vori,en,src-wikidata,true
dish,dish-wd-q3292757,Vori vori,vori vori,en,src-wikidata,true
dish_family,fam-wd-q1226651,wafer cookie,wafer cookie,en,src-wikidata,true
dish,dish-wd-q1226651,wafer cookie,wafer cookie,en,src-wikidata,true
dish_family,fam-wd-q1226651,Oblea,oblea,en,src-wikipedia-en,false
dish,dish-wd-q1226651,Oblea,oblea,en,src-wikipedia-en,false
dish_family,fam-wd-q375,waffle,waffle,en,src-wikidata,true
dish,dish-wd-q375,waffle,waffle,en,src-wikidata,true
dish_family,fam-wd-q209464,Waldorf salad,waldorf salad,en,src-wikidata,true
dish,dish-wd-q209464,Waldorf salad,waldorf salad,en,src-wikidata,true
dish_family,fam-wd-q135921159,Walleye sandwich,walleye sandwich,en,src-wikidata,true
dish,dish-wd-q135921159,Walleye sandwich,walleye sandwich,en,src-wikidata,true
dish_family,fam-wd-q7969405,Warheads,warheads,en,src-wikidata,true
dish,dish-wd-q7969405,Warheads,warheads,en,src-wikidata,true
dish_family,fam-wd-q7969405,Warheads (candy),warheads candy,en,src-wikipedia-en,false
dish,dish-wd-q7969405,Warheads (candy),warheads candy,en,src-wikipedia-en,false
dish_family,fam-wd-q65589417,warm goat cheese salad,warm goat cheese salad,en,src-wikidata,true
dish,dish-wd-q65589417,warm goat cheese salad,warm goat cheese salad,en,src-wikidata,true
dish_family,fam-wd-q65589417,Chèvre chaud,chevre chaud,en,src-wikipedia-en,false
dish,dish-wd-q65589417,Chèvre chaud,chevre chaud,en,src-wikipedia-en,false
dish_family,fam-wd-q85814488,wasawasa,wasawasa,en,src-wikidata,true
dish,dish-wd-q85814488,wasawasa,wasawasa,en,src-wikidata,true
dish_family,fam-wd-q112339256,Water pie,water pie,en,src-wikidata,true
dish,dish-wd-q112339256,Water pie,water pie,en,src-wikidata,true
dish_family,fam-wd-q28455447,Watercress soup,watercress soup,en,src-wikidata,true
dish,dish-wd-q28455447,Watercress soup,watercress soup,en,src-wikidata,true
dish_family,fam-wd-q7974369,watermelon steak,watermelon steak,en,src-wikidata,true
dish,dish-wd-q7974369,watermelon steak,watermelon steak,en,src-wikidata,true
dish_family,fam-wd-q7975687,Wax lips,wax lips,en,src-wikidata,true
dish,dish-wd-q7975687,Wax lips,wax lips,en,src-wikidata,true
dish_family,fam-wd-q2553843,Weckewerk,weckewerk,en,src-wikidata,true
dish,dish-wd-q2553843,Weckewerk,weckewerk,en,src-wikidata,true
dish_family,fam-wd-q16966417,wedding cabbage,wedding cabbage,en,src-wikidata,true
dish,dish-wd-q16966417,wedding cabbage,wedding cabbage,en,src-wikidata,true
dish_family,fam-wd-q55150793,Westfälisches Blindhuhn,westfalisches blindhuhn,en,src-wikidata,true
dish,dish-wd-q55150793,Westfälisches Blindhuhn,westfalisches blindhuhn,en,src-wikidata,true
dish_family,fam-wd-q55150793,Blindhuhn,blindhuhn,en,src-wikipedia-en,false
dish,dish-wd-q55150793,Blindhuhn,blindhuhn,en,src-wikipedia-en,false
dish_family,fam-wd-q25220508,Whistle Pops,whistle pops,en,src-wikidata,true
dish,dish-wd-q25220508,Whistle Pops,whistle pops,en,src-wikidata,true
dish_family,fam-wd-q7995577,White boiled shrimp,white boiled shrimp,en,src-wikidata,true
dish,dish-wd-q7995577,White boiled shrimp,white boiled shrimp,en,src-wikidata,true
dish_family,fam-wd-q104858815,White cake,white cake,en,src-wikidata,true
dish,dish-wd-q104858815,White cake,white cake,en,src-wikidata,true
dish_family,fam-wd-q11338139,White Christmas,white christmas,en,src-wikidata,true
dish,dish-wd-q11338139,White Christmas,white christmas,en,src-wikidata,true
dish_family,fam-wd-q11338139,White Christmas (food),white christmas food,en,src-wikipedia-en,false
dish,dish-wd-q11338139,White Christmas (food),white christmas food,en,src-wikipedia-en,false
dish_family,fam-wd-q1812421,White Rabbit Creamy Candy,white rabbit creamy candy,en,src-wikidata,true
dish,dish-wd-q1812421,White Rabbit Creamy Candy,white rabbit creamy candy,en,src-wikidata,true
dish_family,fam-wd-q1812421,White Rabbit (candy),white rabbit candy,en,src-wikipedia-en,false
dish,dish-wd-q1812421,White Rabbit (candy),white rabbit candy,en,src-wikipedia-en,false
dish_family,fam-wd-q6497852,Wiener schnitzel,wiener schnitzel,en,src-wikidata,true
dish,dish-wd-q6497852,Wiener schnitzel,wiener schnitzel,en,src-wikidata,true
dish_family,fam-wd-q135921173,Wild rice pancake,wild rice pancake,en,src-wikidata,true
dish,dish-wd-q135921173,Wild rice pancake,wild rice pancake,en,src-wikidata,true
dish_family,fam-wd-q135927675,Wild rice salad,wild rice salad,en,src-wikidata,true
dish,dish-wd-q135927675,Wild rice salad,wild rice salad,en,src-wikidata,true
dish_family,fam-wd-q8026452,Winterfresh,winterfresh,en,src-wikidata,true
dish,dish-wd-q8026452,Winterfresh,winterfresh,en,src-wikidata,true
dish_family,fam-wd-q705381,wolgwa-chae,wolgwa chae,en,src-wikidata,true
dish,dish-wd-q705381,wolgwa-chae,wolgwa chae,en,src-wikidata,true
dish_family,fam-wd-q8031737,Wonder Bread,wonder bread,en,src-wikidata,true
dish,dish-wd-q8031737,Wonder Bread,wonder bread,en,src-wikidata,true
dish_family,fam-wd-q8038329,Wrigley's Spearmint,wrigley s spearmint,en,src-wikidata,true
dish,dish-wd-q8038329,Wrigley's Spearmint,wrigley s spearmint,en,src-wikidata,true
dish_family,fam-wd-q11108995,Xá Lợi Pagoda raids,xa loi pagoda raids,en,src-wikidata,true
dish,dish-wd-q11108995,Xá Lợi Pagoda raids,xa loi pagoda raids,en,src-wikidata,true
dish_family,fam-wd-q10394334,Xerém,xerem,en,src-wikidata,true
dish,dish-wd-q10394334,Xerém,xerem,en,src-wikidata,true
dish_family,fam-wd-q10394334,Xarém,xarem,en,src-wikipedia-en,false
dish,dish-wd-q10394334,Xarém,xarem,en,src-wikipedia-en,false
dish_family,fam-wd-q702662,xiaolongbao,xiaolongbao,en,src-wikidata,true
dish,dish-wd-q702662,xiaolongbao,xiaolongbao,en,src-wikidata,true
dish_family,fam-wd-q25105527,Xidoufen,xidoufen,en,src-wikidata,true
dish,dish-wd-q25105527,Xidoufen,xidoufen,en,src-wikidata,true
dish_family,fam-wd-q113455543,Xis,xis,en,src-wikidata,true
dish,dish-wd-q113455543,Xis,xis,en,src-wikidata,true
dish_family,fam-wd-q113455543,Xis (sandwich),xis sandwich,en,src-wikipedia-en,false
dish,dish-wd-q113455543,Xis (sandwich),xis sandwich,en,src-wikipedia-en,false
dish_family,fam-wd-q3027539,Xuixo,xuixo,en,src-wikidata,true
dish,dish-wd-q3027539,Xuixo,xuixo,en,src-wikidata,true
dish_family,fam-wd-q705123,yaksik,yaksik,en,src-wikidata,true
dish,dish-wd-q705123,yaksik,yaksik,en,src-wikidata,true
dish_family,fam-wd-q113070599,Yam pepper soup,yam pepper soup,en,src-wikidata,true
dish,dish-wd-q113070599,Yam pepper soup,yam pepper soup,en,src-wikidata,true
dish_family,fam-wd-q107292775,Yaroa,yaroa,en,src-wikidata,true
dish,dish-wd-q107292775,Yaroa,yaroa,en,src-wikidata,true
dish_family,fam-wd-q6027777,yayla çorbası,yayla corbas,en,src-wikidata,true
